Province,District,Year,Poverty Rate (%),Access to improved drinking water (% of population),Access to piped water (% of population),Access to improved toilet facilities (% of population),Open defecation (% of population),Access to electricity (% of population),Households' mobile phone ownership (% of population),"Accessibility, health (% of population within 15 minutes to clinic/hospital)","Accessibility, transportation (% of population within 15 minutes to public transportation)",Household size,Household dependency ratio,"Occupancy, present occupancy status-owner (% of population)","Occupancy, present occupancy status-rented (% of population)","Occupancy, present occupancy status-other (% of population)",Improved roof material (% of population),Improved wall material (% of population),Improved roof and wall material (% of population),Household members per room,Overcrowding (% of population),"Labor force participation rate (% of working age population, 15-64 years old)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment services (% of total employment),Wage and salaried employment (% of total employment),"Self-employment, non-agriculture (% of total employment)","Self-employment, agriculture (% of total employment)",Unpaid employment (% of total employment),Child labor (% of children aged 10-17),"Net school enrollment, primary school, 6-10 years old (% net)","Net school enrollment, middle school, 11-13 years old (% net)","Youth literacy, 15-24 years old (% of population aged 15-24)","Adult literacy, 25 or more years old (% of population aged 25 or more)","Primary completion rate, 14-17 years old (% of population aged 14-17)","Youth literacy gender parity index, 15-24 years old","Adult literacy gender parity index, 25 or more years old","Primary completion gender parity index, 14-17 years old","Net enrolment rate in primary gender parity index, 6-10 years old","Net enrolment rate in middle school gender parity index, 11-13 years old",Urban share of population (% of population)
Punjab,Chiniot,2008,45.0,98.88,7.16,23.55,52.88,89.31,54.52,37.67,61.18,6.04,0.41,90.7,2.74,6.56,58.18,71.14,54.42,3.47,46.87,58.73,55.6,13.69,30.71,29.45,16.57,21.68,32.31,38.02,71.27,34.85,61.32,39.77,62.48,0.61,0.34,0.74,0.85,0.64,22.7
Punjab,Chiniot,2010,34.0,99.71,17.51,54.54,42.98,93.16,81.86,77.32,88.84,5.67,0.37,87.06,2.57,3.22,4.64,82.97,4.64,3.43,43.49,50.85,49.54,18.24,32.22,37.92,18.08,19.72,24.28,25.12,60.81,22.66,55.47,33.37,56.14,0.63,0.35,0.65,0.88,0.7,28.79
Punjab,Chiniot,2012,26.0,99.44,4.93,59.05,39.3,96.7,89.77,95.04,97.99,5.64,0.39,86.49,3.66,3.77,76.96,89.81,71.07,3.27,40.74,47.85,49.04,18.93,32.03,39.03,18.81,22.85,19.3,16.63,70.65,31.79,61.54,37.75,65.22,0.66,0.42,0.82,0.82,0.66,27.43
Punjab,Chiniot,2014,29.0,99.93,3.37,50.84,39.17,96.49,92.56,92.5,92.28,5.52,0.41,84.0,4.71,4.71,73.97,93.62,72.85,3.63,49.18,51.56,46.0,21.19,32.81,37.72,20.86,21.89,19.11,22.54,68.03,32.8,63.98,37.09,69.86,0.71,0.45,0.68,0.99,0.74,34.38
Punjab,Dera Ghazi Khan,2004,62.0,85.34,41.38,22.66,52.45,72.25,4.43,23.44,45.84,6.89,0.49,96.0,2.2,1.8,13.41,49.79,11.59,4.22,60.06,50.32,43.71,15.27,41.02,27.99,23.61,20.53,27.87,35.53,54.1,30.06,49.72,28.59,51.13,0.53,0.32,0.58,0.81,0.62,12.64
Punjab,Dera Ghazi Khan,2006,54.0,88.71,35.03,32.75,60.07,83.94,32.05,20.65,42.82,7.05,0.48,95.32,1.74,2.94,27.83,57.43,26.19,3.92,60.16,46.77,44.51,19.66,35.83,34.73,18.17,26.17,20.93,28.15,65.18,28.67,57.17,28.31,55.79,0.53,0.21,0.65,0.78,0.87,11.24
Punjab,Dera Ghazi Khan,2008,57.0,73.58,22.69,24.85,46.34,71.91,48.46,22.59,42.81,7.17,0.47,97.27,2.23,0.5,22.0,54.23,21.12,3.65,52.89,47.74,46.77,12.4,40.83,29.72,22.13,25.42,22.73,31.73,60.84,23.15,53.56,26.81,53.96,0.53,0.18,0.63,0.67,0.53,13.05
Punjab,Dera Ghazi Khan,2010,53.0,69.65,20.4,26.94,44.35,66.93,73.1,21.92,46.94,6.83,0.48,96.03,2.19,2.29,14.93,48.41,12.95,3.95,56.64,60.01,58.39,13.11,28.5,29.88,13.38,23.45,33.29,42.13,56.79,19.58,51.22,32.08,46.23,0.53,0.37,0.54,0.85,0.6,12.31
Punjab,Dera Ghazi Khan,2012,42.0,88.39,27.04,28.07,41.46,84.7,90.42,17.3,67.99,6.9,0.49,95.54,2.38,2.41,43.36,56.15,41.83,3.49,45.99,51.06,55.21,15.75,29.04,26.9,16.98,28.79,27.33,32.32,70.6,31.5,56.74,29.93,61.34,0.7,0.44,0.58,0.77,0.6,12.52
Punjab,Dera Ghazi Khan,2014,40.0,92.11,22.94,37.48,39.06,82.9,91.74,26.76,70.8,7.51,0.49,96.22,1.92,1.92,51.06,58.8,45.08,3.95,57.87,60.15,61.74,13.4,24.86,23.31,13.03,20.33,42.87,42.56,64.09,25.87,51.65,30.49,51.21,0.64,0.33,0.7,0.74,0.68,13.4
Punjab,Faisalabad,2004,46.0,96.37,28.05,66.51,23.35,96.42,8.65,66.67,79.19,6.52,0.42,90.75,5.88,3.37,50.88,93.4,49.93,3.67,49.2,50.47,31.67,26.73,41.6,42.66,22.27,14.16,20.91,26.49,71.69,34.49,73.59,45.84,70.14,0.9,0.57,0.95,0.91,1.1,43.02
Punjab,Faisalabad,2006,40.0,89.78,27.85,80.23,16.28,97.72,46.62,86.7,88.16,6.4,0.4,90.94,5.95,3.12,60.59,96.87,60.01,3.53,47.87,48.55,25.75,28.74,45.52,47.89,21.88,11.85,18.38,23.49,72.66,41.43,76.65,50.61,74.38,0.96,0.65,0.96,0.97,0.85,44.7
Punjab,Faisalabad,2008,35.0,83.58,24.06,78.31,18.4,97.38,73.07,91.22,95.76,6.1,0.38,88.56,5.99,5.46,50.97,97.41,49.98,3.48,43.97,44.91,27.43,26.81,45.74,47.09,22.39,14.04,16.47,18.94,71.81,39.38,77.03,47.98,75.49,1.0,0.62,1.03,0.97,1.02,39.86
Punjab,Faisalabad,2010,25.0,78.29,20.51,85.34,13.17,97.65,87.79,95.97,98.06,5.96,0.38,89.43,7.05,7.7,19.49,96.01,19.44,3.39,41.8,46.76,29.12,29.22,41.66,48.62,20.94,13.44,17.0,18.93,73.34,45.2,79.57,54.99,80.13,0.99,0.71,1.05,0.92,0.89,45.36
Punjab,Faisalabad,2012,21.0,78.26,19.02,91.99,7.37,98.66,96.14,99.01,99.35,5.92,0.37,88.09,9.02,9.05,81.4,98.55,81.16,3.26,39.22,45.93,25.0,32.84,42.15,49.28,23.86,12.94,13.92,18.02,78.17,46.31,83.09,58.93,80.59,1.0,0.7,0.99,1.03,1.1,45.41
Punjab,Faisalabad,2014,19.0,76.07,13.09,88.81,7.16,98.74,96.26,93.71,97.43,5.8,0.38,84.98,10.21,11.41,88.63,98.8,88.2,3.51,45.4,45.61,18.99,36.78,44.23,52.01,23.89,10.32,13.09,17.25,77.55,46.71,81.43,57.98,79.29,0.98,0.74,1.02,1.01,1.03,47.03
Punjab,Gujranwala,2004,44.0,99.98,11.45,86.64,10.93,99.02,13.51,63.98,94.71,6.77,0.42,91.09,6.56,2.34,46.9,97.43,46.56,3.59,49.73,43.18,18.32,36.34,45.34,47.82,28.27,10.08,13.84,19.09,77.34,38.57,84.33,53.81,79.52,1.01,0.65,1.09,1.04,1.01,50.34
Punjab,Gujranwala,2006,38.0,99.92,20.67,70.24,11.67,99.17,49.1,62.56,91.16,6.55,0.42,90.72,5.67,3.61,45.46,97.45,45.17,3.44,43.03,42.61,18.5,28.88,52.62,50.66,28.41,11.66,9.27,17.35,77.57,35.77,83.89,54.31,80.41,1.0,0.69,1.04,1.08,1.38,51.24
Punjab,Gujranwala,2008,27.0,99.98,10.08,65.21,6.17,98.8,88.01,84.68,98.32,6.33,0.4,91.59,5.0,3.41,49.84,98.93,49.81,3.14,36.4,40.08,17.92,35.33,46.75,49.67,28.04,11.04,11.24,13.36,80.02,43.42,86.79,58.35,83.39,1.01,0.73,1.09,1.02,1.18,49.68
Punjab,Gujranwala,2010,25.0,99.36,7.24,89.55,2.85,99.29,91.25,82.23,97.46,6.46,0.4,90.91,6.1,6.31,54.45,98.57,54.31,3.25,39.62,42.56,16.39,36.6,47.01,49.2,27.91,9.75,13.14,11.88,79.91,46.13,89.3,60.56,85.53,1.04,0.76,1.09,1.0,0.95,52.08
Punjab,Gujranwala,2012,21.0,99.88,5.1,93.83,3.21,99.27,95.21,91.77,100.0,6.46,0.4,88.83,7.41,7.41,62.25,99.12,62.02,3.32,43.73,41.12,18.8,33.67,47.53,51.74,26.33,10.19,11.74,14.59,78.54,45.53,87.33,60.33,80.9,1.05,0.77,1.11,1.02,1.11,50.49
Punjab,Gujranwala,2014,18.0,100.0,5.2,92.13,3.11,99.16,94.57,97.89,99.06,6.4,0.41,87.87,7.21,7.21,65.19,98.22,64.79,3.37,42.31,41.52,14.38,41.72,43.89,57.68,25.28,7.37,8.8,11.69,74.92,42.16,85.53,58.63,84.03,1.05,0.78,1.06,1.04,1.15,53.39
Punjab,Gujrat,2004,39.0,99.65,20.09,61.95,37.58,97.89,11.72,48.85,92.21,6.22,0.42,91.6,4.74,3.66,49.23,98.89,49.16,3.11,39.53,40.1,25.78,28.26,45.96,41.77,27.06,15.57,15.59,15.03,84.86,44.8,87.85,50.67,83.25,0.99,0.58,1.06,0.98,0.89,27.93
Punjab,Gujrat,2006,31.0,99.77,25.25,69.45,25.49,99.62,52.06,55.61,88.94,6.08,0.42,92.16,5.23,2.61,49.26,98.88,49.06,3.09,34.35,36.32,24.77,18.78,56.45,43.25,27.31,18.76,10.68,10.47,81.87,39.3,89.26,55.64,85.7,0.95,0.65,1.06,1.03,1.19,30.38
Punjab,Gujrat,2008,23.0,99.92,25.61,81.32,13.55,99.24,85.76,62.57,92.13,6.08,0.4,95.5,2.83,1.67,43.18,99.4,42.75,2.85,30.69,37.36,26.52,28.29,45.19,42.12,26.8,18.13,12.94,9.47,87.59,52.61,89.03,60.06,88.11,1.02,0.68,1.03,1.04,1.18,26.5
Punjab,Gujrat,2010,25.0,98.58,22.93,82.91,10.66,98.41,87.82,74.78,94.44,6.05,0.4,90.54,5.93,6.12,45.73,97.28,44.68,3.1,38.06,37.51,29.6,25.65,44.75,43.79,21.96,19.2,15.04,14.05,82.23,48.22,88.07,58.34,84.49,1.03,0.69,0.98,0.99,1.11,26.98
Punjab,Gujrat,2012,16.0,100.0,25.97,88.47,9.2,98.57,95.87,79.34,95.55,6.16,0.41,91.64,6.11,6.11,57.24,99.07,57.17,3.15,38.97,41.76,28.29,26.1,45.61,42.74,25.36,17.71,14.19,9.99,85.73,55.56,86.48,57.6,89.04,1.0,0.71,0.94,1.03,1.23,27.23
Punjab,Gujrat,2014,15.0,99.81,17.58,92.17,5.43,99.82,97.99,89.26,86.76,5.83,0.4,90.82,4.12,4.12,64.2,98.81,63.52,2.98,36.85,36.23,23.18,30.47,46.36,45.15,27.35,15.21,11.6,6.86,80.19,53.28,90.87,61.45,86.55,0.99,0.79,1.08,0.93,1.26,28.29
Punjab,Hafizabad,2004,51.0,99.59,11.75,49.97,47.44,94.23,5.45,38.71,79.02,5.97,0.43,94.82,2.56,2.62,21.2,78.52,20.16,3.57,48.38,47.34,41.09,19.87,39.04,35.5,22.59,22.07,19.84,25.14,67.98,29.77,70.42,33.92,64.89,0.88,0.42,0.93,0.89,0.7,29.9
Punjab,Hafizabad,2006,47.0,99.05,10.61,38.68,45.43,97.4,39.61,56.47,83.69,5.99,0.4,81.13,2.53,16.34,28.73,83.49,27.47,3.51,46.08,44.18,40.95,15.07,43.99,39.48,22.43,23.62,14.47,19.19,78.04,31.2,64.33,37.69,60.79,0.77,0.47,0.74,0.95,0.64,29.08
Punjab,Hafizabad,2008,37.0,99.59,2.27,50.5,34.06,97.79,73.84,71.89,97.47,6.02,0.42,89.32,1.33,9.36,21.61,85.26,21.44,3.23,39.06,44.59,33.85,20.67,45.49,41.44,23.69,19.16,15.71,19.58,73.48,37.78,76.32,41.45,70.5,0.86,0.48,0.84,0.9,0.89,30.76
Punjab,Hafizabad,2010,29.0,98.66,7.97,68.91,19.35,98.84,87.27,64.68,93.95,6.07,0.39,85.45,2.18,3.31,21.6,93.05,21.6,3.22,41.81,45.12,39.76,22.75,37.49,38.86,22.97,20.21,17.96,15.38,78.24,41.09,76.31,40.93,72.7,0.84,0.51,0.88,1.04,0.81,30.78
Punjab,Hafizabad,2012,23.0,99.42,1.51,79.91,19.77,97.9,95.28,63.75,96.61,6.25,0.43,89.88,2.38,2.85,41.31,94.88,39.86,3.28,39.32,42.65,39.59,21.0,39.41,37.78,23.91,22.83,15.48,19.94,77.46,37.54,81.69,45.49,79.82,0.94,0.57,0.99,0.95,0.99,29.11
Punjab,Hafizabad,2014,24.0,99.24,2.25,77.37,19.4,98.72,95.81,87.18,99.27,5.98,0.4,88.91,3.66,3.99,50.06,95.44,49.66,3.41,43.6,43.25,36.39,24.61,39.0,39.74,25.38,21.14,13.69,14.12,70.27,37.38,78.8,43.63,78.18,0.95,0.6,0.96,1.01,0.99,31.27
Punjab,Jhang,2004,56.0,98.33,5.79,14.93,53.69,71.31,2.96,42.63,58.77,6.33,0.44,92.77,2.4,4.83,37.19,67.45,33.41,3.62,49.3,60.83,57.19,12.85,29.95,28.73,15.98,21.6,33.69,37.32,66.98,26.33,55.12,31.3,50.43,0.54,0.34,0.57,0.8,0.53,24.01
Punjab,Jhang,2006,56.0,97.93,3.55,14.84,54.3,77.76,25.42,26.7,56.32,6.26,0.43,89.06,2.26,8.67,44.65,71.62,42.16,3.65,49.03,52.84,48.85,13.98,37.17,34.57,17.42,21.64,26.37,31.7,59.71,28.38,60.05,34.48,58.27,0.65,0.35,0.68,0.9,0.67,23.09
Punjab,Jhang,2008,45.0,98.88,7.16,23.55,52.88,89.31,54.52,37.67,61.18,6.04,0.41,90.7,2.74,6.56,58.18,71.14,54.42,3.47,46.87,58.73,55.6,13.69,30.71,29.45,16.57,21.68,32.31,38.02,71.27,34.85,61.32,39.77,62.48,0.61,0.34,0.74,0.85,0.64,22.7
Punjab,Jhang,2010,35.0,98.89,1.2,34.99,46.93,86.03,69.73,34.05,67.22,6.15,0.41,91.33,3.49,3.53,7.96,76.48,7.09,3.53,45.72,54.08,54.08,13.58,32.34,32.89,17.89,21.45,27.77,25.34,65.92,31.06,64.17,39.66,64.6,0.73,0.38,0.83,0.89,0.71,23.27
Punjab,Jhang,2012,29.0,99.87,4.27,39.98,44.14,89.43,84.9,51.69,62.22,5.99,0.42,92.03,1.96,2.15,70.21,78.39,65.45,3.35,44.92,64.03,61.9,14.89,23.21,27.42,15.82,24.92,31.85,32.81,68.41,30.8,67.92,39.11,68.18,0.7,0.41,0.75,0.86,0.6,20.89
Punjab,Jhang,2014,28.0,99.55,3.47,52.96,39.22,88.02,90.23,54.54,76.68,6.03,0.42,87.98,2.55,2.89,87.85,83.36,79.27,3.43,43.77,64.82,59.95,13.66,26.39,26.95,14.73,22.52,34.49,37.2,68.75,37.1,68.61,42.98,68.72,0.7,0.48,0.76,0.9,0.67,22.1
Punjab,Jhelum,2004,33.0,90.04,66.44,60.46,29.01,97.0,11.27,27.94,78.75,6.03,0.44,91.39,5.4,3.22,66.54,98.09,66.37,3.09,36.5,43.33,35.7,19.36,44.93,38.0,24.13,17.32,20.55,18.97,86.49,49.14,85.31,51.74,83.44,0.92,0.58,0.97,1.0,1.0,26.89
Punjab,Jhelum,2006,25.0,88.99,59.92,63.6,20.31,92.09,41.65,63.69,91.19,5.63,0.35,88.68,4.29,7.03,74.39,92.29,74.39,2.53,24.97,38.73,25.51,15.5,58.99,52.36,20.71,17.53,9.4,14.63,87.93,42.55,92.38,67.75,82.55,0.91,0.66,0.82,0.89,0.79,26.04
Punjab,Jhelum,2008,20.0,93.16,60.45,76.91,17.8,98.98,81.13,63.63,97.6,6.28,0.38,90.97,5.17,3.87,84.12,99.84,83.95,2.54,25.05,40.32,31.0,15.15,53.84,46.83,21.33,22.58,9.26,6.35,93.16,49.22,92.97,63.49,91.57,0.96,0.58,0.93,0.99,1.02,26.47
Punjab,Jhelum,2010,22.0,91.38,44.2,75.03,10.46,96.11,87.02,61.21,86.27,5.86,0.37,85.84,4.93,8.44,38.57,88.62,38.28,2.72,29.84,40.61,31.72,20.82,47.46,44.17,22.47,15.72,17.64,10.09,85.06,53.54,90.24,62.66,85.54,0.91,0.61,0.98,0.99,0.81,25.85
Punjab,Jhelum,2012,12.0,87.44,40.07,78.37,10.32,99.27,97.17,64.84,99.53,5.66,0.38,85.96,4.18,8.25,88.31,89.92,80.17,2.49,23.6,38.37,30.56,25.27,44.18,41.1,24.34,17.17,17.39,6.06,90.45,53.51,87.97,60.69,91.86,0.84,0.56,0.93,0.99,1.18,28.21
Punjab,Jhelum,2014,12.0,94.13,26.02,84.91,9.43,98.39,97.74,85.03,98.11,5.5,0.38,82.98,8.78,10.6,84.12,98.74,84.06,2.61,25.64,40.42,23.07,22.35,54.58,51.16,23.45,18.01,6.95,8.03,90.79,60.37,91.62,69.22,90.54,0.95,0.75,0.91,0.92,1.19,30.07
Punjab,Kasur,2004,57.0,99.86,21.77,38.26,33.81,95.81,7.93,42.43,69.14,6.73,0.45,93.92,2.56,3.53,41.63,87.42,39.8,4.22,64.08,49.24,34.95,23.82,41.24,37.12,25.62,16.94,20.32,27.44,66.47,29.32,61.97,35.73,57.76,0.74,0.45,0.9,0.92,0.66,23.34
Punjab,Kasur,2006,51.0,98.72,20.49,41.23,23.95,98.78,45.15,51.03,84.31,6.43,0.44,90.65,3.71,5.64,41.38,87.84,39.72,4.1,61.66,50.72,38.46,21.54,40.0,42.64,22.84,16.29,18.23,31.42,71.2,25.12,61.59,33.72,61.88,0.78,0.39,0.86,0.97,0.97,24.78
Punjab,Kasur,2008,45.0,99.44,31.7,34.79,12.31,98.37,73.86,57.72,92.33,6.31,0.44,92.59,2.81,4.6,38.96,94.95,38.36,3.84,56.35,50.7,36.38,29.51,34.11,44.88,18.19,15.71,21.22,26.47,73.53,29.95,70.12,39.74,66.97,0.78,0.47,0.84,1.03,0.88,25.53
Punjab,Kasur,2010,36.0,98.49,18.66,19.18,10.24,99.0,82.8,53.71,86.69,6.48,0.41,92.54,2.35,2.45,24.03,96.6,24.03,4.18,62.61,49.69,38.21,30.51,31.28,46.86,15.71,16.61,20.83,20.24,70.07,32.26,75.17,40.06,72.26,0.86,0.44,0.92,0.97,1.05,25.8
Punjab,Kasur,2012,33.0,97.63,15.5,47.5,10.75,98.42,89.37,65.38,88.18,6.22,0.42,89.54,3.09,3.09,77.75,96.69,77.07,4.37,65.0,51.71,37.75,32.21,30.04,50.44,17.73,16.68,15.15,24.0,70.06,32.91,67.63,39.08,66.73,0.88,0.46,0.89,0.92,0.97,24.51
Punjab,Kasur,2014,28.0,98.46,14.54,70.6,7.41,97.93,90.62,74.47,86.65,6.31,0.43,84.21,4.1,4.14,66.04,95.77,65.05,4.38,61.53,52.51,39.41,30.81,29.78,54.07,14.44,21.06,10.12,21.01,68.02,37.53,77.29,42.49,74.12,0.96,0.59,1.11,1.1,1.07,26.58
Punjab,Khanewal,2004,58.0,98.87,6.61,25.76,42.89,77.5,4.05,27.52,75.02,6.68,0.43,89.28,1.45,9.27,20.29,60.4,18.8,3.81,57.13,57.54,51.04,13.48,35.48,43.55,19.08,18.97,18.4,36.08,60.5,24.71,64.04,35.28,59.75,0.68,0.32,0.67,0.84,0.78,17.58
Punjab,Khanewal,2006,56.0,98.97,4.04,17.93,35.2,85.87,32.07,26.6,65.24,6.52,0.43,90.77,2.17,7.07,31.23,69.7,29.25,3.81,52.53,54.2,46.24,18.29,35.47,41.68,19.35,16.45,22.53,35.4,71.47,29.34,61.91,37.85,57.1,0.64,0.33,0.67,0.82,0.5,17.78
Punjab,Khanewal,2008,47.0,98.22,5.58,38.05,31.98,92.32,58.69,27.64,63.45,6.46,0.42,91.23,2.27,6.5,48.92,72.11,41.51,3.68,51.23,58.44,49.85,17.9,32.25,39.54,16.74,18.3,25.41,32.72,69.11,28.33,66.54,38.54,63.67,0.73,0.37,0.82,0.89,0.9,19.05
Punjab,Khanewal,2010,36.0,98.37,4.69,33.35,28.89,88.79,80.89,22.89,54.12,6.18,0.4,87.24,1.9,3.16,9.19,74.37,9.06,3.54,47.01,62.13,60.44,12.72,26.84,39.09,13.96,19.94,27.01,32.42,72.05,30.45,66.32,39.26,62.2,0.7,0.35,0.74,0.82,1.01,18.78
Punjab,Khanewal,2012,33.0,98.5,3.34,34.55,19.49,94.84,90.48,27.95,55.84,6.23,0.4,87.22,2.71,3.2,76.38,79.51,68.68,3.67,51.8,55.58,51.15,16.84,32.01,39.15,18.78,19.84,22.24,29.81,71.65,32.87,74.24,43.32,70.28,0.76,0.45,0.89,0.87,0.75,21.3
Punjab,Khanewal,2014,27.0,99.88,2.73,30.32,17.21,95.51,93.1,47.91,76.66,6.14,0.39,92.12,2.3,3.35,81.62,87.14,77.01,3.59,48.77,57.17,54.32,16.33,29.35,39.46,17.74,19.46,23.25,25.33,68.79,32.91,73.17,44.03,69.05,0.81,0.5,0.88,0.88,0.91,20.45
Punjab,Khushab,2004,50.0,98.63,22.7,36.65,50.51,82.54,2.06,49.7,84.46,6.05,0.41,94.33,2.64,3.03,11.24,84.6,10.49,3.12,37.55,39.08,34.99,10.8,54.2,44.07,17.24,18.99,19.69,21.34,72.24,21.3,62.46,37.68,62.05,0.64,0.28,0.78,0.81,0.48,25.49
Punjab,Khushab,2006,40.0,98.04,31.28,41.5,34.79,91.67,38.96,37.1,80.91,6.01,0.39,91.48,2.19,6.33,25.74,90.66,25.65,2.77,24.82,43.47,41.87,12.13,46.0,36.91,20.09,21.03,21.97,20.29,79.45,34.22,74.16,43.59,68.97,0.67,0.37,0.63,0.91,0.68,22.16
Punjab,Khushab,2008,35.0,95.89,35.23,48.26,28.49,83.92,62.88,41.66,89.32,5.87,0.39,95.85,0.41,3.74,27.2,91.82,26.95,2.79,27.83,39.06,31.81,20.41,47.79,41.54,24.55,18.0,15.91,6.28,82.24,41.12,74.69,42.66,72.82,0.63,0.25,0.64,0.85,0.51,24.36
Punjab,Khushab,2010,26.0,96.4,26.86,65.19,19.55,99.0,83.99,41.59,88.02,5.87,0.38,89.1,1.4,4.71,7.87,93.49,7.87,2.84,31.41,38.76,34.79,19.67,45.54,44.44,19.86,22.37,13.33,9.09,75.14,45.02,75.55,43.01,71.12,0.74,0.31,0.69,0.95,1.02,27.38
Punjab,Khushab,2012,24.0,96.19,29.08,43.65,20.69,93.31,90.16,59.76,84.87,5.77,0.36,92.8,3.05,3.22,60.57,90.61,56.76,2.79,30.41,39.55,30.36,27.64,42.0,50.75,20.94,18.04,10.27,10.43,78.27,42.81,75.64,46.41,67.63,0.83,0.37,0.82,0.91,0.77,24.89
Punjab,Khushab,2014,21.0,95.9,25.04,53.61,20.54,89.72,92.68,43.42,75.68,5.9,0.39,90.91,3.52,3.61,78.04,96.11,77.26,2.91,32.11,41.45,47.23,19.18,33.59,38.44,16.6,26.81,18.1,9.8,69.71,39.09,75.6,44.66,72.21,0.77,0.4,0.8,0.87,0.75,30.63
Punjab,Lahore,2004,30.0,99.83,74.93,79.86,4.06,96.39,21.71,63.31,80.57,6.26,0.38,76.46,14.95,8.59,80.08,97.49,79.23,3.54,45.93,45.22,6.04,25.79,68.17,59.2,28.61,3.26,8.93,20.05,74.89,44.95,82.77,65.02,78.92,1.01,0.79,1.07,1.05,1.25,79.03
Punjab,Lahore,2006,28.0,99.74,78.09,84.85,4.82,98.26,58.28,70.1,85.65,6.17,0.36,77.42,15.96,6.62,87.03,98.51,86.84,3.56,46.2,44.21,4.55,29.23,66.19,59.07,29.51,2.56,8.86,19.23,77.3,45.05,84.19,65.51,80.2,0.99,0.79,1.07,0.99,1.07,83.01
Punjab,Lahore,2008,20.0,99.89,84.61,89.01,3.26,96.47,84.44,83.54,95.21,5.93,0.36,75.35,17.63,7.01,88.29,99.04,87.84,3.37,42.19,43.4,3.52,24.86,71.62,59.03,30.98,1.75,8.24,14.24,80.9,46.52,88.5,72.69,85.07,0.98,0.83,1.02,1.03,0.93,83.84
Punjab,Lahore,2010,21.0,98.5,79.2,89.43,2.42,97.88,91.49,87.91,98.36,6.14,0.36,72.76,18.59,21.44,80.4,99.01,80.05,3.64,48.84,43.99,4.48,29.81,65.71,64.06,24.63,2.78,8.54,13.08,79.01,47.21,85.21,69.52,82.28,0.99,0.83,1.05,0.94,1.07,83.37
Punjab,Lahore,2012,15.0,98.24,70.91,86.99,1.37,98.05,96.03,92.41,94.78,5.81,0.36,75.79,17.97,19.0,95.97,99.73,95.8,3.48,44.8,44.89,5.36,31.09,63.55,63.23,26.79,2.61,7.36,13.98,80.62,49.26,87.77,70.67,84.28,1.0,0.81,1.04,0.99,1.29,81.02
Punjab,Lahore,2014,13.0,99.15,59.35,96.92,0.12,98.19,95.33,96.94,98.92,6.05,0.34,72.76,19.14,19.3,94.36,99.67,94.02,3.52,45.58,46.39,5.82,32.09,62.1,62.59,26.01,2.67,7.12,13.66,76.01,45.17,86.07,74.24,85.69,1.02,0.85,1.02,0.79,1.18,76.64
Punjab,Layyah,2004,59.0,99.9,9.7,38.86,59.52,61.03,1.66,24.24,41.22,6.55,0.47,93.34,2.39,4.27,46.75,57.1,39.29,4.22,65.81,60.84,51.88,17.49,30.63,24.89,21.22,21.84,32.05,41.18,62.8,32.65,59.09,39.88,56.32,0.66,0.36,0.74,0.78,0.63,15.24
Punjab,Layyah,2006,50.0,100.0,8.21,46.86,45.9,81.3,36.73,21.77,60.54,6.83,0.44,95.11,2.28,2.61,40.02,62.29,34.87,3.65,52.64,48.07,53.64,8.89,37.46,28.23,18.72,28.06,25.0,23.56,81.52,33.31,71.0,38.64,66.85,0.65,0.31,0.78,0.87,0.91,17.2
Punjab,Layyah,2008,47.0,100.0,11.01,29.69,45.8,87.13,57.85,25.41,73.38,6.3,0.45,93.5,1.31,5.19,41.79,55.26,38.14,3.49,45.63,55.17,51.72,21.61,26.67,24.77,21.83,24.4,29.0,28.92,78.01,30.36,62.16,33.41,60.49,0.64,0.27,0.55,0.87,0.67,16.94
Punjab,Layyah,2010,45.0,100.0,13.66,38.63,42.94,73.39,83.89,32.86,66.15,6.34,0.45,94.33,2.01,2.01,44.43,64.86,37.61,4.11,58.71,65.61,63.82,10.1,26.08,25.76,12.38,21.83,40.03,40.21,70.95,27.18,71.47,37.63,63.28,0.73,0.44,0.73,0.86,0.79,15.84
Punjab,Layyah,2012,32.0,100.0,6.67,63.92,23.63,83.16,94.02,17.95,80.71,6.36,0.43,93.15,0.87,0.87,81.58,74.84,71.7,3.59,48.67,64.29,55.88,17.65,26.47,29.31,15.54,18.66,36.5,39.45,83.65,36.99,77.77,39.17,75.38,0.78,0.4,0.76,0.89,0.89,13.68
Punjab,Layyah,2014,27.0,99.72,6.22,69.7,17.69,83.66,96.31,28.44,62.25,6.54,0.42,95.93,1.91,1.91,87.1,86.21,82.12,3.73,52.55,63.51,63.61,12.36,24.03,27.14,13.32,17.56,41.1,32.46,87.81,38.92,77.57,47.09,75.98,0.76,0.43,0.87,0.96,1.17,14.75
Punjab,Lodhran,2004,62.0,96.46,7.14,30.17,57.14,68.61,4.0,10.39,53.5,6.7,0.47,92.06,0.91,7.02,44.51,51.43,34.22,3.82,57.88,59.09,62.11,7.86,30.03,43.71,17.44,20.12,18.73,40.65,45.46,19.78,45.36,25.39,38.3,0.54,0.17,0.53,0.66,1.04,13.46
Punjab,Lodhran,2006,59.0,96.87,17.74,17.24,25.84,80.88,23.17,15.3,58.02,6.16,0.45,91.43,0.94,7.63,42.69,64.68,37.78,3.78,49.84,53.64,51.86,17.37,30.77,37.71,22.69,24.33,15.26,31.38,56.61,21.64,50.88,24.67,50.41,0.62,0.26,0.72,1.0,0.53,15.41
