年度,科目,題號,題目
105,英語,32,32.  What can we learn from the news report?(A) How to deal with Cow Cold.(B) Whether people may catch Cow Cold.(C) How fast Cow Cold has hit the country.(D)	How	to	find	out	if	cows	have	Cow	Cold.
105,英語,33,33.  Which map will most likely appear with the above news report? (A)    (B)     (C)      (D) 
105,英語,34,"34.  If a store’s sales keep slumping, what would the sales chart look like?  chart 圖表(A)                                     (B) Sales Sales$100,000 $100,000$75,000 $75,000$50,000 $50,000$25,000 $25,000$0 $0Aug. Sept. Oct. Nov. Aug. Sept. Oct. Nov.Sales Sales(C)                                     (D) "
105,英語,35,35.  (A) had looked like  (B) looked like    (C) would look like    (D) has looked like
105,英語,36,36.  (A) had changed  (B) changed        (C) was going to change (D) has changed
105,英語,37,37.  (A) used to be              (B) would be       (C) has been               (D) is
105,英語,38,38.  (A) had wanted   (B) has wanted    (C) would want              (D) will want 
105,英語,39,39.  (A) think differently about when to start a family  (B)	do	not	find	family	as	important	as	their	parents	did	(C) want many different things when they start a family (D) have several different ideas about what makes a family 
105,英語,40,40.  (A) whether people are married or not (B) whether people have a child or not (C) whether people live together or not (D) whether people love each other or not 
105,英語,41,41.  (A) This is not surprising (B) This is not possible everywhere(C) It is no good news for everyone(D) It cannot be this way for very long 
105,數學,1,1.x=−3，y=1為下列哪一個二元一次方程式的解？(A)x+2y=−1(B)x−2y=1(C)2x+3y=6(D)2x−3y=−6
105,數學,2,2.算式[−5−(−11)]÷(×4)之值為何？2(A)1(B)168(C)−3128(D)−
105,數學,3,3.計算(2x+1)(x−1)−(x2+x−2)的結果，與下列哪一個式子相同？(A)x2−2x+1(B)x2−2x−3(C)x2+x−3(D)x2−3
105,數學,4,4.如圖(一)，已知扇形AOB的半徑為10公分，圓心角為54°，AB則此扇形面積為多少平方公分？(A)100π(B)20π54°(C)15π(D)5πO
105,數學,5,5.圖(二)數線上的A、B、C三點所表示的數分別為a、b、c。若a−b=3，b−c=5，且原點O與ABCA、B的距離分別為4、1，則關於O的位置，下列圖(二)敘述何者正確？(A)在A的左邊(B)介於A、B之間(C)介於B、C之間(D)在C的右邊
105,數學,6,6.多項式77x2−13x−30可因式分解成(7x+a)(bx+c)，其中a、b、c均為整數，求a+b+c之值為何？(A)0(B)10(C)12(D)22
105,數學,7,7.圖(三)、圖(四)分別為甲、乙兩班學生參加投籃測驗的投進球數長條圖。若甲、乙兩班學生的投進球數的衆數分別為a、b；中位數分別為c、d，則下列關於a、b、c、d的大小關係，何者正確？(A)a>b，c>d(cid:1176)(cid:2660)(cid:908)(cid:2660)(B)a>b，c<d(cid:1307)(cid:1307)(cid:4775)(cid:4775)2525(C)a<b，c>d(((cid:915)(cid:33)20(cid:915)(cid:33)20(D)a<b，c<d(cid:33)(cid:33)
105,數學,8,8.如圖(五)，有一平行四邊形ABCD與一正方形CEFG，其中E點在AD上。若∠ECD=35°，∠AEF=15°，則∠B的度數為何？AED(A)50F(B)55(C)70(D)75
105,數學,9,9.小昱和阿帆均從同一本書的第1頁開始，逐頁依順序在每一頁上寫一個數。小昱在第1頁寫1，且之後每一頁寫的數均為他在前一頁寫的數加2；阿帆在第1頁寫1，且之後每一頁寫的數均為他在前一頁寫的數加7。若小昱在某頁寫的數為101，則阿帆在該頁寫的數為何？(A)350(B)351(C)356(D)358
105,數學,10,10.甲箱內有4顆球，顏色分別為紅、黃、綠、藍；乙箱內有3顆球，顏色分別為紅、黃、黑。小賴打算同時從甲、乙兩個箱子中各抽出一顆球，若同一箱中每球被抽出的機會相等，則小賴抽出的兩顆球顏色相同的機率為何？1(A)31(B)62(C)77(D)
105,數學,11,"11.坐標平面上有一個二元一次方程式的圖形，此圖形通過(−3,0)、(0,−5)兩點。判斷此圖形與下列哪一個方程式的圖形的交點在第三象限？(A)x−4=0(B)x+4=0(C)y−4=0(D)y+4=0"
105,數學,12,12.如圖(六)，△ABC中，D、E兩點分別在AC、ABC上，DE為BC的中垂線，BD為∠ADE的角平分線。若∠A=58°，則∠ABD的度數為何？D(A)58(B)59BEC(C)61圖(六)(D)62
105,數學,13,13.若一正方形的面積為20平方公分，周長為x公分，則x的值介於下列哪兩個整數之間？(A)16，17(B)17，18(C)18，19(D)19，20
105,數學,14,14.如圖(七)，圓O通過五邊形OABCD的四個頂點。若ABD=150°，∠A=65°，∠D=60°，則BC的度數O為何？AD(A)25(B)40BC(C)50圖(七)(D)55
105,數學,15,15.圖(八)的六邊形是由甲、乙兩個長方形和丙、丁兩個等腰直角三角形所組成，其中甲、乙的面積和等於丙、丁的面積和。若丙的一股長為2，且丁的面積比丙的面積小，則丁的一股長為何？1(A)23(B)5圖(八)(C)2−3(D)4−23
105,數學,16,16.圖(九)的矩形ABCD中，E點在CD上，且AE<AC。若P、Q兩點分別在AD、AE上，AP：PD=4：1，AQ：QE=4：1，直線PQ交AC於R點，且Q、R兩點到CD的距離分別為q、r，則下列關係何者正確？(A)q<r，QE=RCDEC(B)q<r，QE<RC(C)q=r，QE=RC(D)q=r，QE<RC
105,數學,17,17.已知a、b、c為三正整數，且a、b的最大公因數為12，a、c的最大公因數為18。若a介於50與100之間，則下列敘述何者正確？(A)8是a的因數，8是b的因數(B)8是a的因數，8不是b的因數(C)8不是a的因數，8是c的因數(D)8不是a的因數，8不是c的因數
105,數學,19,19.表(一)為小潔打算在某電信公司購買一支MAT手機與搭配一個門號的兩種方案。此公司每個月收取通話費與月租費的方式如下：若通話費超過月租費，只收通話費；若通話費不超過月租費，只收月租費。若小潔每個月的通話費均為x元，x為400到600之間的整數，則在不考慮其他費用並使用兩年的情況下，x至少為多少才會使得選擇乙方案的總花費比甲方案便宜？表(一)(A)500(cid:1176)(cid:1041)(cid:2594)(cid:908)(cid:1041)(cid:2594)(B)516(cid:2000)(cid:4134)(cid:1937)(cid:1044)(cid:2714)(cid:3748)(cid:993)()400600(C)517MAT(cid:1035)(cid:5138)(cid:4669)(cid:2609)((cid:993))1500013000(D)600(cid:1881)(cid:3904)(cid:1635)(cid:3816)(cid:506)(cid:1072)(cid:930)(cid:1041)(cid:2594)(cid:1663)(cid:1283)(cid:995)(cid:972)(cid:1105)(cid:6210)(cid:1523)(cid:1044)(cid:2714)(cid:3748)
105,數學,20,20.如圖(十一)，以矩形ABCD的A為圓心，AD長為半徑畫弧，交AB於F點；再以C為圓心，CD長為半徑畫弧，17E交AB於E點。若AD=5，CD=，則EF的長度為何？3(A)2FBC(B)3圖(十一)2(C)37(D)
105,數學,21,"21.坐標平面上，某二次函數圖形的頂點為(2,−1)，此函數圖形與x軸相交於P、Q兩點，且PQ=6。若此函數圖形通過(1,a)、(3,b)、(−1,c)、(−3,d)四點，則a、b、c、d之值何者為正？(A)a(B)b(C)c(D)d"
105,數學,22,22.圖(十二)的矩形ABCD中，E為AB的中點，有一圓過C、D、E三點，且此圓分別與AD、BC相交於P、Q兩點。甲、乙兩人想找到此圓的圓心O，其作法如下：(甲)作∠DEC的角平分線L，作DE的中垂線，交L於O點，則O即為所求(乙)連接PC、QD，兩線段交於一點O，則O即為所求對於甲、乙兩人的作法，下列判斷何者正確？AD(A)兩人皆正確P(B)兩人皆錯誤E(C)甲正確，乙錯誤QBC(D)甲錯誤，乙正確
105,數學,23,23.如圖(十三)，正六邊形ABCDEF中，P、Q兩點AF分別為△ACF、△CEF的內心。若AF=2，則PPQ的長度為何？QBE(A)1(B)2CD(C)23−2圖(十三)(D)4−23
105,數學,24,24.如圖(十四)，OP為一條拉直的細線，A、B兩點在OP上，且OA：AP=1：3，OB：BP=3：5。若先固定B點，將OB摺向BP，使得OB重疊在BP上，如圖(十五)，再從圖(十五)的A點及與A點重疊處一起剪開，使得細線分成三段，則此三段細線由小到大的長度比為何？(A)1：1：1OABP圖(十四)(B)1：1：2(C)1：2：2(D)1：2：5BAOP圖(十五)
105,數學,25,25.如圖(十六)，矩形ABCD中，M、E、F三點在AD上，N是矩形兩對角線的交點。若AB=24，AD=32，MD=16，ED=8，FD=7，則下列哪一條直線是A、C兩點的對稱軸？AMEFD(A)直線MN(B)直線ENN(C)直線FN(D)直線DN
105,社會,1,1.表(一)為2010年臺灣北、中、南、東四大區表(一)域的產業人口比例，其中何者為北部區域？區域甲乙丙丁(A)甲產業(B)乙第一級產業11579(C)丙第二級產業34233640(D)丁第三級產業65625751
105,社會,2,2.小章在郵局網頁上看到如圖(一)的訊息，圖(cid:13758)(cid:13422)(cid:15430)(cid:12077)(cid:8527)(cid:24783)(cid:15727)(cid:12374)中各國適逢連續假期，是因為此期間有這些(cid:26708)(cid:26303)(cid:3)(cid:3)(cid:33)(cid:22728)(cid:12077)(cid:7403)(cid:11905)(cid:3)(cid:3)(cid:33)(cid:13758)(cid:13422)(cid:15430)(cid:12077)(cid:3)(cid:9628)(cid:7368)(cid:26303)(cid:9628)(cid:8405)(cid:22310)國家主要宗教信仰的重要節日。圖中各國的(cid:20)(cid:19)(cid:22)(cid:11570)(cid:26)(cid:13766)(cid:11603)(cid:24359)(cid:24288)(cid:15156)(cid:21192)(cid:433)(cid:9857)(cid:8840)(cid:433)(cid:8750)(cid:11002)(cid:433)(cid:11442)(cid:9912)(cid:13421)(cid:9764)(cid:433)(cid:15191)(cid:16269)(cid:9710)(cid:25853)(cid:12679)(cid:7661)(cid:433)(cid:9693)(cid:20209)(cid:8244)(cid:433)主要宗教信仰應為下列何者？(cid:25853)(cid:12679)(cid:7661)(cid:20269)(cid:8902)(cid:10213)(cid:8234)(cid:9673)(cid:18951)(cid:9673)(cid:7433)(cid:24289)(cid:19786)(cid:7941)(cid:13789)(cid:28629)(A)佛教(cid:10882)(cid:11838)(cid:7368)(cid:24238)(cid:9673)(cid:10868)(cid:17730)(cid:24499)(cid:7604)(cid:22921)(cid:8150)(cid:13479)(cid:7522)(cid:10882)(cid:28629)(cid:7587)(cid:8203)(cid:24363)(cid:20658)(cid:11700)(cid:22882)(cid:434)(B)印度教(cid:17722)(cid:11457)(cid:9324)(cid:7691)(cid:29)(cid:24499)(cid:8599)(cid:21779)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:17722)(cid:11457)(cid:13568)(cid:25681)(cid:29)(cid:20)(cid:19)(cid:22)(cid:18)(cid:19)(cid:26)(cid:18)(cid:21)(cid:20)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:25711)(cid:14815)(cid:29)(cid:24)(cid:24)(cid:27)(C)基督教圖(一)(D)伊斯蘭教
105,社會,3,3.中國在1950至1980年間，對一月月均溫低於0℃的區域施行免費供煤取暖政策，但卻造成嚴重空氣汙染，影響當地居民健康。該政策實際供煤的區域，大致以下列哪條河流為其南界？(A)黃河(B)淮河(cid:9693)(cid:18097)(C)長江(D)珠江
105,社會,4,4.圖(二)為某種災害的警告標示牌，用來提醒民眾提高警覺。(cid:8751)(cid:3)(cid:3)(cid:25960)根據臺灣行政區的地形特色判斷，此種標示牌在下列哪個(cid:3)(cid:3)(cid:3)(cid:3)(cid:4)縣(市)最多？(cid:2653)(cid:3313)(A)彰化縣(cid:6075)(cid:1393)(B)雲林縣(cid:4588)(cid:1881)(cid:2008)(C)南投縣(cid:3904)(cid:2580)(D)新竹市
105,社會,5,5.非洲的昏睡症是由嗤嗤蠅傳播的一種疾病，圖(三)是嗤嗤蠅的影響範圍，下列何者大部分地區位於此範圍內？(A)剛果盆地(B)撒哈拉盆地(C)喀拉哈里盆地(D)尼羅河三角洲
105,社會,6,6.圖(四)是某旅行社的傳單內容，若想了解當地原住(cid:10953)(cid:12604)(cid:15413)(cid:7368)(cid:17035)(cid:17054)(cid:28711)(cid:21739)(cid:11386)(cid:7433)(cid:13443)民族的生活，最適合參考下列哪一本書？(cid:12550)(cid:9150)(cid:24583)(cid:20998)(cid:18027)(cid:19621)(cid:15938)(cid:11724)(cid:21956)(cid:730)(cid:26644)(A)《矮靈祭的傳說》(cid:27349)(cid:20997)(cid:18027)(cid:16792)(cid:12460)(cid:399)(cid:27323)(cid:27198)(cid:8492)(cid:16102)(cid:15650)(B)《飛魚祭的探索》(cid:8834)(cid:18027)(cid:9094)(cid:7990)(cid:15352)(cid:26767)(cid:12460)(cid:731)(C)《祀壺信仰的淵源》(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:3)(cid:23130)(cid:12460)(cid:23218)(cid:15652)(cid:265)(cid:265)(cid:13740)(cid:24625)(D)《紋面習俗的傳承》圖(四)
105,社會,7,7.表(二)是臺灣某時期官方書籍所推薦當時表(二)北部地區參訪地點的整理，根據內容判參訪地點性質斷，表中的「？」最可能是下列何者？國語學校教育機構(A)臺灣府臺北郵便局(郵局)通訊機構(B)臺灣總督府臺灣神社統治象徵(C)臺灣省政府？最高統治機關(D)臺灣省行政長官公署
105,社會,8,8.約西元前3500年開始，人類歷史陸續發展出高度文明，如：西亞的蘇美、埃及古王國及中國的殷商時期，下列何者為上述古文明的共同特色？(A)出現文字(B)強調一神信仰(C)實施種姓制度(D)建立跨歐亞的帝國
